total_draws,valid_runs,extinction_count,invalid_count,exception_count,minimum_distance,median_distance,selected_epsilon,acceptance_count,acceptance_fraction
4,2,0,2,0,5.11915543855,10.0800561640,5.98849878777,2,0.500000000000
