sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0003_S019_R000","T0003_S019",3,19,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",8868
"T0003_S020_R000","T0003_S020",3,20,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",8921
"T0003_S021_R000","T0003_S021",3,21,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7231
"T0003_S022_R000","T0003_S022",3,22,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",5694
"T0003_S023_R000","T0003_S023",3,23,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7712
"T0003_S024_R000","T0003_S024",3,24,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",8596
"T0003_S025_R000","T0003_S025",3,25,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",6581
"T0003_S026_R000","T0003_S026",3,26,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1128
"T0003_S027_R000","T0003_S027",3,27,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",951
"T0003_S028_R000","T0003_S028",3,28,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1110
"T0003_S029_R000","T0003_S029",3,29,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1082
"T0003_S030_R000","T0003_S030",3,30,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1022
"T0003_S031_R000","T0003_S031",3,31,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1161
"T0003_S032_R000","T0003_S032",3,32,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1098
"T0003_S037_R000","T0003_S037",3,37,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1292
"T0003_S038_R000","T0003_S038",3,38,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1305
"T0003_S039_R000","T0003_S039",3,39,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",2594
"T0003_S040_R000","T0003_S040",3,40,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",2710
"T0003_S042_R000","T0003_S042",3,42,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",2001
"T0003_S043_R000","T0003_S043",3,43,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",2218
"T0003_S044_R000","T0003_S044",3,44,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1692
"T0003_S045_R000","T0003_S045",3,45,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1693
"T0004_S011_R000","T0004_S011",4,11,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4958
"T0004_S013_R000","T0004_S013",4,13,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7840
"T0004_S015_R000","T0004_S015",4,15,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",8092
"T0004_S017_R000","T0004_S017",4,17,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4512
"T0004_S018_R000","T0004_S018",4,18,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4860
"T0004_S019_R000","T0004_S019",4,19,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5075
"T0004_S020_R000","T0004_S020",4,20,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5717
"T0004_S021_R000","T0004_S021",4,21,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5989
"T0004_S024_R000","T0004_S024",4,24,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5158
"T0004_S027_R000","T0004_S027",4,27,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6092
"T0004_S028_R000","T0004_S028",4,28,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6046
"T0004_S029_R000","T0004_S029",4,29,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5107
"T0004_S030_R000","T0004_S030",4,30,0,-5062125743834831953,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5324
"T0004_S031_R000","T0004_S031",4,31,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4889
"T0004_S032_R000","T0004_S032",4,32,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4899
"T0004_S033_R000","T0004_S033",4,33,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4913
"T0004_S034_R000","T0004_S034",4,34,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4462
"T0004_S035_R000","T0004_S035",4,35,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4328
"T0004_S036_R000","T0004_S036",4,36,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4561
"T0004_S037_R000","T0004_S037",4,37,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4483
"T0004_S038_R000","T0004_S038",4,38,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4654
"T0004_S039_R000","T0004_S039",4,39,0,-5062125743834831953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4322
