output,output_family,parameter,mu,mu_star,sigma,se_mu_star,median_absolute_ee,iqr_absolute_ee,min_ee,max_ee,n_valid_ee,n_lost_invalid_or_extinct,positive_fraction,negative_fraction,rank_by_mu_star,output_scale_sd,normalized_mu_star,mean_within_point_output_variance,mean_signal_to_noise_ratio
"abc_target_01_jnkp_s480_standardized_residual","jnk","stressStrength",2.93396690864,2.93396690864,2.18784198967,0.501925375653,2.70123698047,3.14100602554,0.284224159224,7.61153537398,19,1,1,0,1,1.66116190535,1.76621369609,0.280027877762,24.1147867912
"abc_target_01_jnkp_s480_standardized_residual","jnk","pOffMax",-2.23106903519,2.23106903519,1.42150159758,0.335051139706,2.55873631389,2.62268623734,-4.01514182451,-0.0797322728443,18,2,0,1,2,1.66116190535,1.34307741347,0.287348317164,4.98666310469
"abc_target_01_jnkp_s480_standardized_residual","jnk","tumorEndothelialRadius",-1.78475866123,2.15545971943,3.49413964466,1.60167784620,0.744100955795,1.69286123978,-6.94444444444,0.741402116402,4,16,0.250000000000,0.750000000000,3,1.66116190535,1.29756149145,0.404797836265,1.88418070000
"abc_target_01_jnkp_s480_standardized_residual","jnk","lambdaCAF",1.72286196122,1.72286196122,1.74325280931,1.23266588279,1.72286196122,1.23266588279,0.490196078431,2.95552784401,2,18,1,0,4,1.66116190535,1.03714271058,0.107554244723,3.00060917911
"abc_target_01_jnkp_s480_standardized_residual","jnk","lambdaStress",1.59080425451,1.59080425451,1.21158262621,0.856718290963,1.59080425451,0.856718290963,0.734085963543,2.44752254547,2,18,1,0,5,1.66116190535,0.957645518710,0.196637598834,7.84995914954
"abc_target_01_jnkp_s480_standardized_residual","jnk","macrophageDaughterActivationBoost",-1.49572649573,1.49572649573,,,1.49572649573,0,-1.49572649573,-1.49572649573,1,19,0,1,6,1.66116190535,0.900409822133,3.95025202718,0.451534600164
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbP",-1.14235217612,1.42012995390,2.11094081606,0.936349784182,0.756926574458,1.34372319502,-4.16666666667,0.555555555556,4,16,0.250000000000,0.500000000000,7,1.66116190535,0.854901589861,0.0774459360107,1.46095666321
"abc_target_01_jnkp_s480_standardized_residual","jnk","pOnMax",1.29013045687,1.36449950051,1.08437627933,0.477661541690,1.48131729307,1.09854847659,-0.148738087281,2.34662532860,4,16,0.750000000000,0.250000000000,8,1.66116190535,0.821412708849,0.0466587492071,4.07778935250
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbL",-1.06010073235,1.16524298556,0.855984491446,0.296727950749,1.34035572560,0.768165015018,-1.95211493383,0.262855633010,5,15,0.200000000000,0.800000000000,9,1.66116190535,0.701462621921,0.124329096254,2.20218766144
"abc_target_01_jnkp_s480_standardized_residual","jnk","activProbM",0.274074009611,0.912566896447,1.60204617086,0.297406558448,0.597514442163,0.796225619987,-1.69363021079,4.90196078431,20,0,0.450000000000,0.500000000000,10,1.66116190535,0.549354577366,0.220968858351,1.03025269386
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbN",0.874864988784,0.874864988784,0.921457713877,0.532003859154,0.381422924901,0.816376454620,0.305209566105,1.93796247534,3,17,1,0,11,1.66116190535,0.526658470778,0.270966102707,1.34650410168
"abc_target_01_jnkp_s480_standardized_residual","jnk","initialLungCount",-0.0685704835789,0.814764412366,0.965483675397,0.115441051557,0.777364477475,0.299555814344,-1.10479797980,0.892857142857,4,16,0.500000000000,0.500000000000,12,1.66116190535,0.490478628088,1.23132154446,2.22603076131
"abc_target_01_jnkp_s480_standardized_residual","jnk","clusterRadius",-0.614592842282,0.809273507801,1.90076473275,0.407499563588,0.388305518007,0.530732660354,-8.33333333333,0.762719324583,20,0,0.350000000000,0.650000000000,13,1.66116190535,0.487173167888,0.202584997287,0.777885664149
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbEN",0.124632016646,0.657963915951,1.14158974360,0.207831208137,0.339928024317,0.595715250037,-3.24074074074,3.00925925926,20,0,0.550000000000,0.350000000000,14,1.66116190535,0.396086566779,0.280840031349,0.875741400725
"abc_target_01_jnkp_s480_standardized_residual","jnk","netN",0.137135934708,0.656514858943,0.972114771505,0.329999437292,0.725484871343,0.568446337733,-0.725484871343,1.19047619048,3,17,0.333333333333,0.666666666667,15,1.66116190535,0.395214251441,0.521381074018,0.457415821172
"abc_target_01_jnkp_s480_standardized_residual","jnk","migrProbP",0.207058137609,0.653264630856,1.45769699943,0.293325300779,0.279169438954,0.535895858096,-1.44242309140,5.90958605664,20,0,0.350000000000,0.550000000000,16,1.66116190535,0.393257652221,0.508075169902,0.778355706957
"abc_target_01_jnkp_s480_standardized_residual","jnk","macrophageInteractionRadius",-0.590649157113,0.590649157113,0.595280161202,0.343685161313,0.310494012517,0.543592946549,-1.27431967596,-0.187133782863,3,17,0,1,17,1.66116190535,0.355563870814,0.0153815896663,3.51893729512
"abc_target_01_jnkp_s480_standardized_residual","jnk","divProbEP",0.0913927400584,0.543278496542,0.690494333494,0.124611512019,0.657679738562,0.191750759194,-0.677828634725,0.657679738562,3,17,0.666666666667,0.333333333333,18,1.66116190535,0.327047288283,0.924949346778,0.629692154981
"abc_target_01_jnkp_s480_standardized_residual","jnk","endothelialMacrophageRadius",0.459172943705,0.530291270906,0.740458715643,0.278039644010,0.261228222066,0.452931586956,-0.123384886332,1.85387329784,6,14,0.666666666667,0.333333333333,19,1.66116190535,0.319229130646,0.331945664360,0.977718278518
"abc_target_01_jnkp_s480_standardized_residual","jnk","initialJnkPositiveTenths",0.209149346180,0.523278664688,0.684930984875,0.114961252459,0.433529616611,0.721001597834,-1.26170928994,1.55984742382,17,3,0.647058823529,0.294117647059,20,1.66116190535,0.315007623883,0.305011114626,0.731742282118
"abc_target_01_jnkp_s480_standardized_residual","jnk","divProbP",-0.112232247138,0.490055841126,0.645443459544,0.0940908705150,0.481483689845,0.580563470140,-1.47239706002,0.720424512508,20,0,0.400000000000,0.500000000000,21,1.66116190535,0.295007873434,0.249915130181,1.25819296021
"abc_target_01_jnkp_s480_standardized_residual","jnk","recruitBias",-0.464997850249,0.464997850249,0.0737657390396,0.0521602542941,0.464997850249,0.0521602542941,-0.517158104543,-0.412837595955,2,18,0,1,22,1.66116190535,0.279923256579,0.0249167180530,2.08891828526
"abc_target_01_jnkp_s480_standardized_residual","jnk","divProbMN",0.206758705475,0.445634850026,0.637915103569,0.112959371939,0.176379979002,0.581546946241,-0.833132620339,1.66666666667,19,1,0.473684210526,0.421052631579,23,1.66116190535,0.268266957358,0.208923050048,1.00778969614
