overall_rank,parameter,current_status,tumor_score,jnk_score,fibroblast_score,macrophage_score,endothelial_score,failure_score,overall_biological_priority_score,weighting_rule
24,"activProbE","ABC-inferred",0.132554162847,0.217981466280,0.125369480271,0.0699793935375,0.445001045417,0.661317567568,0.275367185987,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
25,"dieProbFP","fixed",0.159794367707,0.309858120005,0.457638127037,0.140415238857,0.254122298428,0.286599099099,0.268071208522,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
26,"deactProbE","fixed",0.171816964790,0.106533496492,0.127902634822,0.118764668398,0.354017226116,0.679617117117,0.259775351289,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
27,"recruitBias","fixed",0.195316915474,0.108953697473,0.255894226560,0.158109239371,0.337027639660,0.451153106983,0.251075804254,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
28,"fibroblastTumorRadius","hard-coded",0.176314370321,0.178104234302,0.152328738124,0.0766988890882,0.106614486665,0.800394144144,0.248409143774,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
29,"ecSurvival","ABC-inferred",0.207310920830,0.125165975193,0.167311162988,0.0630305817152,0.162292042856,0.737612612613,0.243787216033,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
30,"fibroblastSignalBoost","hard-coded",0.127544259886,0.297171656014,0.0668902247921,0.0528712501016,0.158246774373,0.739864864865,0.240431505005,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
31,"initialJnkPositiveTenths","hard-coded",0.123094356163,0.231164403106,0.145748841866,0.106772106657,0.202745940781,0.562780269058,0.228717652938,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
32,"dieProbN","ABC-inferred",0.255816844511,0.289171204306,0.220093204891,0.148925562656,0.129771919597,0.294618157431,0.223066148899,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
33,"activProbM","ABC-inferred",0.222068340875,0.258158012571,0.156811719728,0.119194258273,0.241182448976,0.328828828829,0.221040601542,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
34,"macrophageEndothelialBiasRadius","hard-coded",0.296975209339,0.244578614467,0.159237595500,0.233279863482,0.189109881041,0.184403153153,0.217930719497,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
35,"netN","ABC-inferred",0.173546858161,0.181144800846,0.117043633388,0.0800163413399,0.272303769994,0.481137387387,0.217532131853,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
36,"endothelialMacrophageRadius","hard-coded",0.284657876451,0.287436929664,0.106146162023,0.108522853702,0.354588070537,0.163317752282,0.217444940776,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
37,"macrophageDaughterActivationBoost","hard-coded",0.131394163972,0.139380444315,0.0916397803554,0.0673073033841,0.255845613316,0.571509009009,0.209512719059,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
38,"migrProbN","fixed",0.348756187950,0.133221264253,0.248112480283,0.176914401357,0.149418105934,0.186579115951,0.207166925955,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
39,"dieProbP","ABC-inferred",0.241401510324,0.109789925345,0.168083986701,0.0651547353679,0.182588507734,0.432432432432,0.199908516318,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
40,"fibroblastSignalCap","hard-coded",0.0713310714510,0.138427011239,0.0459309750903,0.0208304775500,0.109355101195,0.789132882883,0.195834586568,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
41,"pOnMax","ABC-inferred",0.309395444635,0.216187979793,0.162158734386,0.118982471075,0.131112783913,0.212203715567,0.191673521562,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
42,"tumorEndothelialRadius","hard-coded",0.161582202790,0.269231819700,0.167447500525,0.0671841469391,0.0780373668785,0.330287534580,0.178961761902,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
43,"cafDivBoost","ABC-inferred",0.134639940452,0.143053696862,0.144698857039,0.0703607138326,0.180244564353,0.375157179982,0.174692492087,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
44,"lambdaCAF","fixed",0.168250325322,0.338272375605,0.134334792804,0.0698717548431,0.0976837753477,0.157368623404,0.160963607888,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
45,"endothelialDaughterDivisionBoost","hard-coded",0.0498925831185,0.0461807891247,0.0351393003324,0.0303226243366,0.112890975817,0.544843049327,0.136544887009,"mean of six equally weighted family scores; within-family mean of output-wise mu-star divided by that output's maximum; failure=max absolute rank-biserial"
