outcome,parameter,n_runs,n_event,n_no_event,mean_physical_event,mean_physical_no_event,physical_mean_difference,normalized_mean_difference,rank_biserial_effect,point_biserial_correlation,univariate_logistic_coefficient,permutation_p_value
"EC_POPULATION_ZERO","dieProbEP",460,195,265,0.0126490135308,0.00726432284182,0.00538469068894,0.277677793904,0.503589743590,0.452558477591,3.68698922899,0.00497512437811
"EC_POPULATION_ZERO","dieProbEN",460,195,265,0.00473463305109,0.00274063102333,0.00199400202776,0.250624092888,0.469143686502,0.408836470035,3.17742572906,0.00497512437811
"EC_POPULATION_ZERO","activProbE",460,195,265,0.0205040933266,0.0293824486401,-0.00887835531354,-0.150091920658,-0.270188679245,-0.245051820978,-1.68412063549,0.00497512437811
"EC_POPULATION_ZERO","dieProbMN",460,195,265,0.00286997406304,0.00392239719921,-0.00105242313618,-0.138229317852,-0.249966134494,-0.194361040493,-1.16243498855,0.00497512437811
"EC_POPULATION_ZERO","fibroblastSignalCap",460,195,265,8.84615384615,9.97358490566,-1.12743105951,-0.112743105951,-0.225447508466,-0.183882850830,-1.25787215043,0.00497512437811
"EC_POPULATION_ZERO","fibroblastSignalBoost",460,195,265,0.0163362875489,0.0201010349759,-0.00376474742704,-0.120193517175,-0.197832607644,-0.183156163585,-1.16761209126,0.00497512437811
"EC_POPULATION_ZERO","dieProbL",460,195,265,0.00409900650917,0.00268461318043,0.00141439332873,0.128630865989,0.189975810353,0.179124403032,1.03586614941,0.00497512437811
"EC_POPULATION_ZERO","divProbEP",460,195,265,0.00745212860073,0.00886081460104,-0.00140868600031,-0.0986744073537,-0.184325108853,-0.153733879333,-0.999970076787,0.00497512437811
"EC_POPULATION_ZERO","dieProbN",460,195,265,0.0145972853395,0.0158563511531,-0.00125906581360,-0.0750653120464,-0.162109337204,-0.109962458805,-0.666598075569,0.0199004975124
"EC_POPULATION_ZERO","migrProbN",460,195,265,0.0493333333333,0.0560754716981,-0.00674213836478,-0.0674213836478,-0.149472665699,-0.102669103468,-0.640710793803,0.0248756218905
"EC_POPULATION_ZERO","fibroblastTumorRadius",460,195,265,3.80153846154,3.36867924528,0.432859216255,0.108214804064,0.145699080793,0.145708942000,0.811462616959,0.00497512437811
"EC_POPULATION_ZERO","divProbFN",460,195,265,0.00483076923077,0.00527547169811,-0.000444702467344,-0.0444702467344,-0.124121915820,-0.0821921814766,-0.621081559099,0.0995024875622
"EC_POPULATION_ZERO","endothelialMacrophageRadius",460,195,265,2.03076923077,1.87169811321,0.159071117562,0.0636284470247,0.122341557813,0.0924195473588,0.549243975724,0.0547263681592
"EC_POPULATION_ZERO","initialLungCount",460,195,265,1330.41025641,1252.77358491,77.6366715046,0.0633768746976,0.118084179971,0.0935395001316,0.568397678335,0.0497512437811
"EC_POPULATION_ZERO","activProbF",460,195,265,0.0134025352229,0.0175186030865,-0.00411606786351,-0.0924044508950,-0.114136429608,-0.118934666490,-0.635133921876,0.0298507462687
"EC_POPULATION_ZERO","migrProbP",460,195,265,0.180307692308,0.160528301887,0.0197793904209,0.0659313014030,0.109820996613,0.0887106979306,0.493175762639,0.0398009950249
"EC_POPULATION_ZERO","dieProbFN",460,195,265,0.00337359357057,0.00297924567482,0.000394347895750,0.0677116594098,0.108737300435,0.100862683170,0.619418048328,0.0248756218905
"EC_POPULATION_ZERO","initialJnkPositiveTenths",460,195,265,7.35384615385,7.03018867925,0.323657474601,0.0647314949202,0.106627963232,0.112360375456,0.799665569505,0.00995024875622
"EC_POPULATION_ZERO","dieProbFP",460,195,265,0.00450861978251,0.00474602787460,-0.000237408092083,-0.0640541848089,-0.105911949686,-0.0875957122728,-0.492606831220,0.0796019900498
"EC_POPULATION_ZERO","divProbFP",460,195,265,0.0277641025641,0.0261811320755,0.00158297048863,0.0791485244315,0.105428156749,0.124715226344,0.809066249648,0.00995024875622
"EC_POPULATION_ZERO","cafDivBoost",460,195,265,0.497435897436,0.432452830189,0.0649830672472,0.0649830672472,0.104344460571,0.0976935436281,0.603560300575,0.0547263681592
"EC_POPULATION_ZERO","divProbP",460,195,265,0.0128454616473,0.0143100035773,-0.00146454193002,-0.0460764392840,-0.0876052249637,-0.0722772544390,-0.465074304428,0.129353233831
"EC_POPULATION_ZERO","endothelialDaughterDivisionBoost",460,195,265,0.000794839179437,0.000855280164768,-6.04409853306e-05,-0.0280019351717,-0.0799612965651,-0.0437634871323,-0.280300796070,0.318407960199
"EC_POPULATION_ZERO","pOnMax",460,195,265,0.0374480698122,0.0406487426856,-0.00320067287336,-0.0346976294146,-0.0771940009676,-0.0515279840954,-0.313797036918,0.278606965174
"EC_POPULATION_ZERO","deactProbE",460,195,265,0.0255384615385,0.0228301886792,0.00270827285922,0.0541654571843,0.0770198355104,0.0721644577393,0.395180028376,0.139303482587
"EC_POPULATION_ZERO","dieProbP",460,195,265,0.00224850320615,0.00229787503121,-4.93718250525e-05,-0.0400967585873,-0.0752975326560,-0.0571276340873,-0.334137075918,0.228855721393
"EC_POPULATION_ZERO","initPop",460,195,265,28.2564102564,26.2716981132,1.98471214320,0.0496178035801,0.0749104983067,0.0771012023276,0.492501619507,0.0945273631841
"EC_POPULATION_ZERO","recruitBias",460,195,265,0.106256410256,0.0979622641509,0.00829414610547,0.0414707305273,0.0724915336236,0.0629110517716,0.391242803444,0.223880597015
"EC_POPULATION_ZERO","pOffMax",460,195,265,0.0696481650606,0.0619495795507,0.00769858550987,0.0447992259313,0.0708853410740,0.0700473233414,0.450917125768,0.114427860697
"EC_POPULATION_ZERO","macrophageInteractionRadius",460,195,265,4.14205128205,3.97547169811,0.166579583938,0.0416448959845,0.0674600870827,0.0668877837439,0.441465157168,0.189054726368
"EC_POPULATION_ZERO","tumorEndothelialRadius",460,195,265,3.07538461538,3.17547169811,-0.100087082729,-0.0250217706821,-0.0672085147557,-0.0427477499393,-0.299755287800,0.293532338308
"EC_POPULATION_ZERO","dieProbMP",460,195,265,0.00795783706515,0.00632874163378,0.00162909543136,-0.0125399129173,-0.0665699080793,-0.0209716531791,-0.143816890695,0.691542288557
"EC_POPULATION_ZERO","stressStrength",460,195,265,1.71692307692,1.65735849057,0.0595645863570,0.0198548621190,0.0545331398162,0.0302437269967,0.188956988657,0.462686567164
"EC_POPULATION_ZERO","divProbMN",460,195,265,0.00304915979394,0.00357843325747,-0.000529273463531,-0.0471214320271,-0.0525399129173,-0.0674250495844,-0.397904503269,0.213930348259
"EC_POPULATION_ZERO","ecSurvival",460,195,265,0.133538461538,0.124075471698,0.00946298984035,0.0315432994678,0.0522109337204,0.0466206339408,0.281822219163,0.283582089552
"EC_POPULATION_ZERO","lambdaCAF",460,195,265,1.42989390816,1.59860741471,-0.168713506553,-0.0166618287373,-0.0405224963716,-0.0257253277084,-0.162883083511,0.592039800995
