sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0001_S040_R000","T0001_S040",1,40,0,-918591818168106033,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5624
"T0001_S040_R001","T0001_S040",1,40,1,2615425428737380011,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5749
"T0001_S041_R000","T0001_S041",1,41,0,-918591818168106033,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6633
"T0001_S041_R001","T0001_S041",1,41,1,2615425428737380011,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7081
"T0001_S041_R002","T0001_S041",1,41,2,-5342353880590268224,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6857
"T0001_S042_R000","T0001_S042",1,42,0,-918591818168106033,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7351
"T0001_S042_R001","T0001_S042",1,42,1,2615425428737380011,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",8346
"T0001_S042_R002","T0001_S042",1,42,2,-5342353880590268224,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7216
"T0001_S043_R000","T0001_S043",1,43,0,-918591818168106033,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7374
"T0001_S043_R001","T0001_S043",1,43,1,2615425428737380011,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7164
"T0001_S043_R002","T0001_S043",1,43,2,-5342353880590268224,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7112
"T0001_S044_R000","T0001_S044",1,44,0,-918591818168106033,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6615
"T0001_S044_R001","T0001_S044",1,44,1,2615425428737380011,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6396
"T0001_S044_R002","T0001_S044",1,44,2,-5342353880590268224,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5800
