output,output_family,rank_in_output,parameter,mu_signed,mu_star,sigma,sigma_to_mustar,n_valid_ee,valid_fraction,n_lost,lost_fraction,mean_snr,normalized_mu_star,positive_fraction,negative_fraction,effect_character,current_status,fixed_or_inferred,in_abc12
cumulative_chemo_tumor_deaths_s1440,tumor,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s1440,tumor,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s1440,tumor,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s1440,tumor,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s1440,tumor,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s1440,tumor,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s1440,tumor,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s480,tumor,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s480,tumor,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s480,tumor,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s480,tumor,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s480,tumor,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s480,tumor,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s480,tumor,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s480,tumor,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s480,tumor,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s480,tumor,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s960,tumor,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s960,tumor,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s960,tumor,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s960,tumor,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_deaths_s960,tumor,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s960,tumor,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s960,tumor,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s960,tumor,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s960,tumor,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_deaths_s960,tumor,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s0,tumor,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s0,tumor,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s0,tumor,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s0,tumor,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s0,tumor,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s0,tumor,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s0,tumor,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s0,tumor,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s0,tumor,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s0,tumor,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s1440,tumor,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s1440,tumor,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s1440,tumor,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s1440,tumor,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s1440,tumor,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s1440,tumor,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s1440,tumor,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s1440,tumor,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s1440,tumor,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s1440,tumor,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s480,tumor,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s480,tumor,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s480,tumor,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s480,tumor,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s480,tumor,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s480,tumor,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s480,tumor,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s480,tumor,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s480,tumor,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s480,tumor,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s960,tumor,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s960,tumor,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s960,tumor,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s960,tumor,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_chemo_tumor_divisions_s960,tumor,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s960,tumor,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s960,tumor,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s960,tumor,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s960,tumor,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_chemo_tumor_divisions_s960,tumor,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_deaths_s0,endothelial,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_deaths_s0,endothelial,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_deaths_s0,endothelial,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_deaths_s0,endothelial,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_deaths_s0,endothelial,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_deaths_s0,endothelial,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_deaths_s0,endothelial,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_deaths_s0,endothelial,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_deaths_s0,endothelial,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_deaths_s0,endothelial,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_deaths_s1440,endothelial,1,divProbEP,307.333333333,307.333333333,441.535068114,1.4366650806327947,20,1.0,0,0.0,4.34998342194,1.21579680506,1.0,0.0,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_deaths_s1440,endothelial,2,endothelialMacrophageRadius,238.533333333,238.533333333,672.664105502,2.8200004422985185,20,1.0,0,0.0,2.26907550974,0.943627108133,1.0,0.0,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_deaths_s1440,endothelial,3,macrophageInteractionRadius,182.1,182.133333333,445.241824036,2.4445927381230685,20,1.0,0,0.0,1.43008816182,0.720511251934,0.9,0.05,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_deaths_s1440,endothelial,4,dieProbMN,131.216666667,178.416666667,522.449709659,2.9282561961215725,20,1.0,0,0.0,1.41817843687,0.705808286233,0.55,0.45,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s1440,endothelial,5,divProbMP,151.016666667,152.75,324.616363317,2.1251480413551556,20,1.0,0,0.0,2.41106687507,0.604272110539,0.75,0.2,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_deaths_s1440,endothelial,6,dieProbMP,-55.0166666667,133.583333333,286.990137268,2.1483977836709878,20,1.0,0,0.0,3.12467610478,0.528449641677,0.15,0.85,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_deaths_s1440,endothelial,7,dieProbEP,-35.65,129.15,306.759358131,2.37521763941928,20,1.0,0,0.0,1.76323377054,0.510911574967,0.25,0.75,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s1440,endothelial,8,divProbMN,-2.51666666667,99.55,191.752748785,1.9261953670015068,20,1.0,0,0.0,2.12937573492,0.393815310011,0.4,0.5,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s1440,endothelial,9,initPop,88.7166666667,95.0166666667,329.695185735,3.4698668907372494,20,1.0,0,0.0,0.434949065549,0.375881647811,0.4,0.45,strong nonlinearity/interaction-dependent; sign-varying,fixed CLI,fixed,False
cumulative_ec_deaths_s1440,endothelial,10,activProbE,82.5166666667,83.6833333333,148.59763463,1.775713618363583,20,1.0,0,0.0,1.39056145596,0.33104749231,0.9,0.1,strong nonlinearity/interaction-dependent,ABC-inferred,inferred,True
cumulative_ec_deaths_s480,endothelial,1,dieProbEN,149.1,149.1,32.0980041645,0.21527836461770622,20,1.0,0,0.0,14.4772032104,2.69340553728,1.0,0.0,consistent (near-linear/additive),fixed,fixed,False
cumulative_ec_deaths_s480,endothelial,2,macrophageInteractionRadius,34.9833333333,36.9833333333,81.1761837426,2.1949396235062593,20,1.0,0,0.0,1.055737271,0.668082594146,0.8,0.2,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_deaths_s480,endothelial,3,divProbEP,33.6333333333,34.0,30.5770812004,0.8993259176588235,20,1.0,0,0.0,2.05028586923,0.614190397502,0.9,0.1,moderate nonlinearity/interaction,fixed,fixed,False
cumulative_ec_deaths_s480,endothelial,4,endothelialMacrophageRadius,30.8833333333,33.1833333333,54.7555198958,1.6500910064044703,20,1.0,0,0.0,1.3576051377,0.599437785013,0.7,0.2,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_deaths_s480,endothelial,5,dieProbEP,33.1666666667,33.1666666667,56.3170328332,1.698000989944022,20,1.0,0,0.0,2.03956675174,0.599136711289,0.95,0.0,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_deaths_s480,endothelial,6,activProbE,19.3,21.9333333333,31.1325970085,1.4194193164991178,20,1.0,0,0.0,0.971901201815,0.396213021134,0.7,0.25,strong nonlinearity/interaction-dependent; sign-varying,ABC-inferred,inferred,True
cumulative_ec_deaths_s480,endothelial,7,divProbMN,6.63333333333,21.5333333333,43.4346857917,2.017090671444299,20,1.0,0,0.0,1.15444829682,0.388987251751,0.55,0.45,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s480,endothelial,8,divProbMP,13.0,18.9666666667,32.4920143136,1.7131114752307328,20,1.0,0,0.0,1.4079455799,0.342621898214,0.65,0.25,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s480,endothelial,9,recruitBias,-0.3,18.2666666667,32.6795355962,1.7890256713215527,20,1.0,0,0.0,0.981279859166,0.329976801795,0.65,0.35,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s480,endothelial,10,initPop,12.8,17.5666666667,26.9184169221,1.5323576995473769,20,1.0,0,0.0,0.751324779682,0.317331705376,0.55,0.3,strong nonlinearity/interaction-dependent; sign-varying,fixed CLI,fixed,False
cumulative_ec_deaths_s960,endothelial,1,divProbEP,155.066666667,155.066666667,171.254251665,1.1043911328329656,20,1.0,0,0.0,3.72675655244,1.2984102165,1.0,0.0,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_deaths_s960,endothelial,2,endothelialMacrophageRadius,116.883333333,117.016666667,269.149652387,2.3000967302626405,20,1.0,0,0.0,1.99315619736,0.979808483451,0.95,0.05,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_deaths_s960,endothelial,3,macrophageInteractionRadius,102.083333333,102.083333333,218.4570528,2.139987456006988,20,1.0,0,0.0,1.40576472413,0.854768118664,0.9,0.0,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_deaths_s960,endothelial,4,dieProbMN,63.55,85.0166666667,251.359119041,2.956586383543244,20,1.0,0,0.0,1.10411946454,0.711864844621,0.5,0.5,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s960,endothelial,5,dieProbEN,66.7666666667,78.0333333333,60.6422835133,0.7771330651002892,20,1.0,0,0.0,7.95613481706,0.653391727606,0.9,0.1,moderate nonlinearity/interaction,fixed,fixed,False
cumulative_ec_deaths_s960,endothelial,6,divProbMP,70.4833333333,73.9833333333,135.698301196,1.8341739292101078,20,1.0,0,0.0,1.93084219016,0.619480110816,0.75,0.2,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_deaths_s960,endothelial,7,dieProbEP,32.9666666667,72.9,186.29696786,2.555513962414266,20,1.0,0,0.0,1.75511237666,0.61040910221,0.4,0.55,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s960,endothelial,8,divProbMN,-3.45,60.55,108.089429889,1.7851268354913297,20,1.0,0,0.0,2.12655347124,0.506999604099,0.3,0.55,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_deaths_s960,endothelial,9,dieProbMP,-32.4166666667,56.0166666667,100.886762704,1.8010133181304369,20,1.0,0,0.0,2.00492702569,0.469040921931,0.2,0.8,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_deaths_s960,endothelial,10,activProbE,54.1,54.2333333333,79.831481867,1.4720002802774872,20,1.0,0,0.0,1.16861980785,0.454108646226,0.9,0.05,strong nonlinearity/interaction-dependent,ABC-inferred,inferred,True
cumulative_ec_divisions_s0,endothelial,1,activProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_divisions_s0,endothelial,2,activProbF,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_divisions_s0,endothelial,3,activProbM,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_divisions_s0,endothelial,4,cafDivBoost,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,ABC-inferred,inferred,True
cumulative_ec_divisions_s0,endothelial,5,clusterRadius,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_divisions_s0,endothelial,6,deactProbE,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_divisions_s0,endothelial,7,dieProbEN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_divisions_s0,endothelial,8,dieProbEP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_divisions_s0,endothelial,9,dieProbFN,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_divisions_s0,endothelial,10,dieProbFP,0.0,0.0,0.0,,20,1.0,0,0.0,,,0.0,0.0,inactive/zero-effect,fixed,fixed,False
cumulative_ec_divisions_s1440,endothelial,1,divProbEP,596.916666667,596.916666667,1152.06445196,1.9300256070797546,20,1.0,0,0.0,4.93936298367,1.49197383591,1.0,0.0,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s1440,endothelial,2,endothelialMacrophageRadius,330.95,330.983333333,979.967449483,2.9607758179686394,20,1.0,0,0.0,2.28541665426,0.827282099884,0.95,0.05,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_divisions_s1440,endothelial,3,dieProbEP,-271.716666667,271.716666667,586.675989509,2.159146130803951,20,1.0,0,0.0,2.53887868031,0.67914699,0.0,1.0,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s1440,endothelial,4,macrophageInteractionRadius,266.916666667,266.983333333,693.068690004,2.5959249266678266,20,1.0,0,0.0,1.43501105601,0.66731617695,0.8,0.1,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_divisions_s1440,endothelial,5,dieProbMP,-17.7666666667,260.533333333,681.445609076,2.6155793593022207,20,1.0,0,0.0,3.44458940708,0.651194611279,0.15,0.85,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s1440,endothelial,6,divProbMP,232.366666667,232.533333333,505.598873666,2.1743070828557545,20,1.0,0,0.0,2.57683444348,0.581209519995,0.9,0.05,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s1440,endothelial,7,dieProbMN,157.916666667,224.716666667,621.804889154,2.7670617332333056,20,1.0,0,0.0,1.4284665484,0.561672015345,0.65,0.35,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_divisions_s1440,endothelial,8,initPop,119.133333333,135.733333333,478.405714922,3.5246000608288917,20,1.0,0,0.0,0.502630695846,0.339261061557,0.45,0.4,strong nonlinearity/interaction-dependent; sign-varying,fixed CLI,fixed,False
cumulative_ec_divisions_s1440,endothelial,9,divProbMN,-6.03333333333,118.4,239.453639801,2.0224124983192566,20,1.0,0,0.0,1.76363980662,0.295936957429,0.45,0.45,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_divisions_s1440,endothelial,10,activProbE,108.483333333,110.683333333,209.196135479,1.890041880556814,20,1.0,0,0.0,1.59653747598,0.276649399533,0.9,0.1,strong nonlinearity/interaction-dependent,ABC-inferred,inferred,True
cumulative_ec_divisions_s480,endothelial,1,divProbEP,109.3,109.3,153.901308849,1.4080632099634036,20,1.0,0,0.0,3.95203630662,1.62822818157,1.0,0.0,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s480,endothelial,2,macrophageInteractionRadius,75.7333333333,75.7666666667,158.276817245,2.0890033072362124,20,1.0,0,0.0,1.55723038264,1.12868638509,0.9,0.05,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_divisions_s480,endothelial,3,endothelialMacrophageRadius,60.2333333333,60.2666666667,125.164504618,2.0768446562709753,20,1.0,0,0.0,2.0987255274,0.897784858881,0.95,0.05,strong nonlinearity/interaction-dependent,hard-coded,fixed,False
cumulative_ec_divisions_s480,endothelial,4,activProbE,35.1333333333,35.2333333333,48.4933708618,1.3763492202983694,20,1.0,0,0.0,1.34810713518,0.524866479998,0.95,0.05,strong nonlinearity/interaction-dependent,ABC-inferred,inferred,True
cumulative_ec_divisions_s480,endothelial,5,divProbMP,33.4,33.5666666667,57.1454080467,1.7024451255206527,20,1.0,0,0.0,1.60600261797,0.500038358901,0.9,0.05,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s480,endothelial,6,initPop,27.9333333333,28.5333333333,60.3907936131,2.1164997761625193,20,1.0,0,0.0,0.552118101462,0.425057433187,0.65,0.15,strong nonlinearity/interaction-dependent,fixed CLI,fixed,False
cumulative_ec_divisions_s480,endothelial,7,dieProbMP,-12.9833333333,27.6166666667,61.6788963691,2.233393954219393,20,1.0,0,0.0,1.632301398,0.411401966583,0.05,0.9,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s480,endothelial,8,recruitBias,-3.71666666667,27.2833333333,54.748043304,2.0066478914135697,20,1.0,0,0.0,1.24768119648,0.406436342364,0.75,0.2,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s480,endothelial,9,dieProbMN,15.6,26.1333333333,82.0614232937,3.140105483181301,20,1.0,0,0.0,0.781095519621,0.389304938807,0.65,0.35,strong nonlinearity/interaction-dependent; sign-varying,fixed,fixed,False
cumulative_ec_divisions_s480,endothelial,10,dieProbEP,-24.85,25.2833333333,39.6474927859,1.5681275986533527,20,1.0,0,0.0,1.26281361465,0.376642597047,0.05,0.95,strong nonlinearity/interaction-dependent,fixed,fixed,False
cumulative_ec_divisions_s960,endothelial,1,divProbEP,338.0,338.0,569.428768861,1.6847004995887573,20,1.0,0,0.0,4.20410174021,1.58499157912,1.0,0.0,strong nonlinearity/interaction-dependent,fixed,fixed,False
