output,output_family,parameter,screened,current_status,classification,classification_reason,mu_star,sigma,n_valid,n_lost,mean_snr,mu_star_q25,mu_star_median,mu_star_q75,sigma_q25,sigma_median,sigma_q75
"abc_target_01_jnkp_s480_standardized_residual","jnk","chemoSwitchCeiling",false,"treatment-specific","F","not screened in untreated Morris design: Excluded from untreated screen",,,0,0,,0.259983691074,0.328623637468,0.492150665254,0.410038583386,0.489278787005,0.750857835952
"abc_target_01_jnkp_s480_standardized_residual","jnk","tumorEventOrder",false,"structural","F","not screened in untreated Morris design: Event ordering is a prohibited biological-logic change in this task",,,0,0,,0.259983691074,0.328623637468,0.492150665254,0.410038583386,0.489278787005,0.750857835952
"abc_target_01_jnkp_s480_standardized_residual","jnk","agentUpdateShuffle",false,"structural stochastic","F","not screened in untreated Morris design: Held fixed; stochastic variability is represented by matched simulation seeds",,,0,0,,0.259983691074,0.328623637468,0.492150665254,0.410038583386,0.489278787005,0.750857835952
"abc_target_01_jnkp_s480_stat","jnk","netN",true,"ABC-inferred","D","mu-star and sigma at/below output medians",0.0606375868254,0.0820077166772,20,0,0.629399693578,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","dieProbN",true,"ABC-inferred","C","sigma at/above output Q75 while mu-star below Q75",0.0873667190444,0.150171567190,20,0,0.832471000749,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","pOnMax",true,"ABC-inferred","B","mu-star at/above output Q75 and sigma at/above median",0.224225804995,0.129482118233,20,0,2.78294851142,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","pOffMax",true,"ABC-inferred","B","mu-star at/above output Q75 and sigma at/above median",0.547495960843,0.240821119138,20,0,5.41260077773,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","divProbP",true,"ABC-inferred","B","mu-star at/above output Q75 and sigma at/above median",0.0995629136447,0.133244894651,20,0,0.980602557303,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","dieProbP",true,"ABC-inferred","D","mu-star and sigma at/below output medians",0.0615491464299,0.0931775720152,20,0,0.702338639969,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","cafDivBoost",true,"ABC-inferred","D","mu-star and sigma at/below output medians",0.0282416219918,0.0367515447711,20,0,0.267354913503,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","ecSurvival",true,"ABC-inferred","D","mu-star and sigma at/below output medians",0.0509476126916,0.0867840062830,20,0,0.661295136259,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","activProbF",true,"ABC-inferred","B","mu-star at/above output Q75 and sigma at/above median",0.124890729793,0.185942125772,20,0,1.25166534579,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","divProbFP",true,"ABC-inferred","D","mu-star and sigma at/below output medians",0.0366848979261,0.0491572733156,20,0,0.470862255602,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","activProbM",true,"ABC-inferred","D","mu-star and sigma at/below output medians",0.0384396708448,0.0659578343126,20,0,0.542528687021,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","activProbE",true,"ABC-inferred","D","mu-star and sigma at/below output medians",0.0644008178591,0.0942765903789,18,2,0.537662139271,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","recruitBias",true,"fixed","C","intermediate mu-star with above-median variability",0.0682636753441,0.134955127721,20,0,0.523450302670,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","lambdaCAF",true,"fixed","B","mu-star at/above output Q75 and sigma at/above median",0.227716861879,0.196844561642,20,0,2.58204917518,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","stressStrength",true,"fixed","B","mu-star at/above output Q75 and sigma at/above median",0.454236675128,0.393124844127,20,0,4.90458300715,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
"abc_target_01_jnkp_s480_stat","jnk","lambdaStress",true,"fixed","B","mu-star at/above output Q75 and sigma at/above median",0.373082640071,0.537354136239,19,1,5.94976195899,0.0519967382149,0.0657247274936,0.0984301330508,0.0820077166772,0.0978557574010,0.150171567190
