sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0001_S043_R001","T0001_S043",1,43,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5430
"T0001_S043_R002","T0001_S043",1,43,2,-7132704432876195398,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6197
"T0001_S043_R003","T0001_S043",1,43,3,-6931442442958660410,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5921
"T0001_S043_R004","T0001_S043",1,43,4,4581676988027564342,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5188
"T0001_S044_R001","T0001_S044",1,44,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4592
"T0001_S044_R002","T0001_S044",1,44,2,-7132704432876195398,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5767
"T0001_S044_R003","T0001_S044",1,44,3,-6931442442958660410,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4550
"T0001_S044_R004","T0001_S044",1,44,4,4581676988027564342,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5288
"T0001_S045_R000","T0001_S045",1,45,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4834
"T0001_S045_R001","T0001_S045",1,45,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5189
"T0001_S045_R002","T0001_S045",1,45,2,-7132704432876195398,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4344
"T0001_S045_R003","T0001_S045",1,45,3,-6931442442958660410,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4445
"T0001_S045_R004","T0001_S045",1,45,4,4581676988027564342,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4632
"T0002_S000_R001","T0002_S000",2,0,1,-2842769630588203321,"INVALID","FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",1113
"T0002_S000_R002","T0002_S000",2,0,2,9154111717470061382,"EXTINCT","TUMOR_EXTINCT;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",1024
"T0002_S000_R003","T0002_S000",2,0,3,4449915134268670095,"EXTINCT","TUMOR_EXTINCT;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",803
