total_draws,valid_runs,extinction_count,invalid_count,exception_count,good_count,borderline_count,poor_count,minimum_valid_distance,median_valid_distance,selected_threshold,acceptance_count,acceptance_fraction
100,53,0,47,0,7,6,40,1.64193373682,5.30771722684,4,13,0.130000000000
