output,output_family,parameter,mu,mu_star,sigma,se_mu_star,median_absolute_ee,iqr_absolute_ee,min_ee,max_ee,n_valid_ee,n_lost_invalid_or_extinct,positive_fraction,negative_fraction,rank_by_mu_star,output_scale_sd,normalized_mu_star,mean_within_point_output_variance,mean_signal_to_noise_ratio
"abc_target_01_jnkp_s480_standardized_residual","jnk","pOffMax",-2.29290780142,2.29290780142,1.93320430784,1.36698187549,2.29290780142,1.36698187549,-3.65988967691,-0.925925925926,2,0,0,1,1,1.42133878026,1.61320287130,0.170988435078,6.51367154731
"abc_target_01_jnkp_s480_standardized_residual","jnk","endothelialMacrophageRadius",-2.17349076580,2.17349076580,1.33808270411,0.946167353862,2.17349076580,0.946167353862,-3.11965811966,-1.22732341194,2,0,0,1,2,1.42133878026,1.52918557910,0.787930082656,1.44478170796
"abc_target_01_jnkp_s480_standardized_residual","jnk","activProbE",0.785990287022,1.57512082409,2.22755723180,0.785990287022,1.57512082409,0.785990287022,-0.789130537067,2.36111111111,2,0,0.500000000000,0.500000000000,3,1.42133878026,1.10819520720,0.393785061609,1.45493944547
"abc_target_01_jnkp_s480_standardized_residual","jnk","pOnMax",1.44068294417,1.44068294417,1.66670096792,1.17853555663,1.44068294417,1.17853555663,0.262147387540,2.61921850080,2,0,1,0,4,1.42133878026,1.01360981926,0.0163503236283,6.10308275453
"abc_target_01_jnkp_s480_standardized_residual","jnk","divProbP",-0.00937099281483,1.05103765948,1.48639171260,0.00937099281483,1.05103765948,0.00937099281483,-1.06040865230,1.04166666667,2,0,0.500000000000,0.500000000000,5,1.42133878026,0.739470191115,0.622213528165,0.887863491013
"abc_target_01_jnkp_s480_standardized_residual","jnk","initialMacrophageCount",1.04913791406,1.04913791406,1.48370506686,1.04913791406,1.04913791406,1.04913791406,0,2.09827582811,2,0,0.500000000000,0,6,1.42133878026,0.738133602365,0.436535818095,1.34737625156
"abc_target_01_jnkp_s480_standardized_residual","jnk","lambdaCAF",1.02935009319,1.02935009319,1.45572086222,1.02935009319,1.02935009319,1.02935009319,0,2.05870018638,2,0,0.500000000000,0,7,1.42133878026,0.724211642911,0.0154601199059,7.02462148132
"abc_target_01_jnkp_s480_standardized_residual","jnk","initialJnkPositiveTenths",0.962816264540,0.962816264540,0.990705747558,0.700534752259,0.962816264540,0.700534752259,0.262281512282,1.66335101680,2,0,1,0,8,1.42133878026,0.677400967250,0.657558153617,0.651922632679
"abc_target_01_jnkp_s480_standardized_residual","jnk","activProbF",0.926069058996,0.926069058996,0.841637335162,0.595127466993,0.926069058996,0.595127466993,0.330941592004,1.52119652599,2,0,1,0,9,1.42133878026,0.651547028657,0.140451778491,1.56536348284
"abc_target_01_jnkp_s480_standardized_residual","jnk","stressStrength",0.809768414649,0.809768414649,0.0953527382297,0.0674245678070,0.809768414649,0.0674245678070,0.742343846842,0.877192982456,2,0,1,0,10,1.42133878026,0.569722311030,0.518289036783,0.755530375838
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbN",0.695536521556,0.695536521556,0.838598780811,0.592978884606,0.695536521556,0.592978884606,0.102557636950,1.28851540616,2,0,1,0,11,1.42133878026,0.489353088239,0.0934287073251,1.42159526857
"abc_target_01_jnkp_s480_standardized_residual","jnk","fibroblastSignalBoost",-0.679294163787,0.679294163787,0.813575270522,0.575284590792,0.679294163787,0.575284590792,-1.25457875458,-0.104009572995,2,0,0,1,12,1.42133878026,0.477925582007,0.516541154303,0.565484802015
"abc_target_01_jnkp_s480_standardized_residual","jnk","deactProbE",-0.622264790825,0.622264790825,0.0178663245156,0.0126333992198,0.622264790825,0.0126333992198,-0.634898190045,-0.609631391606,2,0,0,1,13,1.42133878026,0.437801880499,0.199263580847,0.954290991837
"abc_target_01_jnkp_s480_standardized_residual","jnk","netN",0.522555475766,0.522555475766,0.310166990184,0.219321182059,0.522555475766,0.219321182059,0.303234293706,0.741876657825,2,0,1,0,14,1.42133878026,0.367650192214,0.434612963212,0.800135608534
"abc_target_01_jnkp_s480_standardized_residual","jnk","migrProbP",0.443565248738,0.443565248738,0.627295990563,0.443565248738,0.443565248738,0.443565248738,0,0.887130497477,2,0,0.500000000000,0,15,1.42133878026,0.312075667601,0.133022025747,1.03195790803
"abc_target_01_jnkp_s480_standardized_residual","jnk","clusterRadius",-0.425328501049,0.425328501049,0.120670959550,0.0853272537900,0.425328501049,0.0853272537900,-0.510655754839,-0.340001247259,2,0,0,1,16,1.42133878026,0.299244984345,0.0146391458596,2.99055790128
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbP",0.103107082583,0.365936069387,0.517511752288,0.103107082583,0.365936069387,0.103107082583,-0.262828986803,0.469043151970,2,0,0.500000000000,0.500000000000,17,1.42133878026,0.257458724456,0.701286313583,0.258655983063
"abc_target_01_jnkp_s480_standardized_residual","jnk","divProbFP",0.350950320593,0.350950320593,0.0602005228326,0.0425681979259,0.350950320593,0.0425681979259,0.308382122667,0.393518518519,2,0,1,0,18,1.42133878026,0.246915320588,0.301810151293,0.382916655155
"abc_target_01_jnkp_s480_standardized_residual","jnk","macrophageEndothelialBiasRadius",-0.340611834265,0.340611834265,0.00934850030209,0.00661038795753,0.340611834265,0.00661038795753,-0.347222222222,-0.334001446307,2,0,0,1,19,1.42133878026,0.239641554142,0.176585458623,0.680032631069
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbEP",0.339302093102,0.339302093102,0.479845621806,0.339302093102,0.339302093102,0.339302093102,0,0.678604186203,2,0,0.500000000000,0,20,1.42133878026,0.238720069988,0.0678148080744,1.10558087772
"abc_target_01_jnkp_s480_standardized_residual","jnk","fibroblastSignalCap",0.322577482904,0.322577482904,0.456193451238,0.322577482904,0.322577482904,0.322577482904,0,0.645154965807,2,0,0.500000000000,0,21,1.42133878026,0.226953269258,0.0277988719384,1.64167320782
