sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,changed_parameter,signed_normalized_step,runtime_ms,resumed,status,flags,error_class,error_message,netN,dieProbN,pOnMax,pOffMax,divProbP,dieProbP,cafDivBoost,ecSurvival,activProbF,divProbFP,activProbM,activProbE,recruitBias,lambdaCAF,stressStrength,lambdaStress,migrProbP,migrProbN,divProbFN,dieProbFN,dieProbFP,divProbMN,dieProbMN,divProbMP,dieProbMP,migrProbM,dieProbEN,divProbEP,dieProbEP,deactProbE,dieProbL,macrophageDaughterActivationBoost,endothelialDaughterDivisionBoost,fibroblastSignalBoost,fibroblastSignalCap,tumorEndothelialRadius,macrophageInteractionRadius,macrophageEndothelialBiasRadius,endothelialMacrophageRadius,fibroblastTumorRadius,clusterRadius,initialJnkPositiveTenths,initialMacrophageCount,initialLungCount,initPop,s0_jnkp_tumor_count,s0_jnkn_tumor_count,s0_active_ec_count,s0_inactive_ec_count,s0_active_macrophage_count,s0_inactive_macrophage_count,s0_active_fibroblast_count,s0_inactive_fibroblast_count,s0_total_population,s0_cumulative_tumor_divisions,s0_cumulative_tumor_deaths,s0_cumulative_fibroblast_divisions,s0_cumulative_fibroblast_deaths,s0_cumulative_macrophage_divisions,s0_cumulative_macrophage_deaths,s0_cumulative_ec_divisions,s0_cumulative_ec_deaths,s0_cumulative_chemo_tumor_divisions,s0_cumulative_chemo_tumor_deaths,s0_tumor_radius,s0_tumor_rms_spread,s0_jnkp_rim_fraction,s0_active_macrophage_ec_colocalization,s480_jnkp_tumor_count,s480_jnkn_tumor_count,s480_active_ec_count,s480_inactive_ec_count,s480_active_macrophage_count,s480_inactive_macrophage_count,s480_active_fibroblast_count,s480_inactive_fibroblast_count,s480_total_population,s480_cumulative_tumor_divisions,s480_cumulative_tumor_deaths,s480_cumulative_fibroblast_divisions,s480_cumulative_fibroblast_deaths,s480_cumulative_macrophage_divisions,s480_cumulative_macrophage_deaths,s480_cumulative_ec_divisions,s480_cumulative_ec_deaths,s480_cumulative_chemo_tumor_divisions,s480_cumulative_chemo_tumor_deaths,s480_tumor_radius,s480_tumor_rms_spread,s480_jnkp_rim_fraction,s480_active_macrophage_ec_colocalization,s960_jnkp_tumor_count,s960_jnkn_tumor_count,s960_active_ec_count,s960_inactive_ec_count,s960_active_macrophage_count,s960_inactive_macrophage_count,s960_active_fibroblast_count,s960_inactive_fibroblast_count,s960_total_population,s960_cumulative_tumor_divisions,s960_cumulative_tumor_deaths,s960_cumulative_fibroblast_divisions,s960_cumulative_fibroblast_deaths,s960_cumulative_macrophage_divisions,s960_cumulative_macrophage_deaths,s960_cumulative_ec_divisions,s960_cumulative_ec_deaths,s960_cumulative_chemo_tumor_divisions,s960_cumulative_chemo_tumor_deaths,s960_tumor_radius,s960_tumor_rms_spread,s960_jnkp_rim_fraction,s960_active_macrophage_ec_colocalization,s1440_jnkp_tumor_count,s1440_jnkn_tumor_count,s1440_active_ec_count,s1440_inactive_ec_count,s1440_active_macrophage_count,s1440_inactive_macrophage_count,s1440_active_fibroblast_count,s1440_inactive_fibroblast_count,s1440_total_population,s1440_cumulative_tumor_divisions,s1440_cumulative_tumor_deaths,s1440_cumulative_fibroblast_divisions,s1440_cumulative_fibroblast_deaths,s1440_cumulative_macrophage_divisions,s1440_cumulative_macrophage_deaths,s1440_cumulative_ec_divisions,s1440_cumulative_ec_deaths,s1440_cumulative_chemo_tumor_divisions,s1440_cumulative_chemo_tumor_deaths,s1440_tumor_radius,s1440_tumor_rms_spread,s1440_jnkp_rim_fraction,s1440_active_macrophage_ec_colocalization,s2100_jnkp_tumor_count,s2100_jnkn_tumor_count,s2100_active_ec_count,s2100_inactive_ec_count,s2100_active_macrophage_count,s2100_inactive_macrophage_count,s2100_active_fibroblast_count,s2100_inactive_fibroblast_count,s2100_total_population,s2100_cumulative_tumor_divisions,s2100_cumulative_tumor_deaths,s2100_cumulative_fibroblast_divisions,s2100_cumulative_fibroblast_deaths,s2100_cumulative_macrophage_divisions,s2100_cumulative_macrophage_deaths,s2100_cumulative_ec_divisions,s2100_cumulative_ec_deaths,s2100_cumulative_chemo_tumor_divisions,s2100_cumulative_chemo_tumor_deaths,s2100_tumor_radius,s2100_tumor_rms_spread,s2100_jnkp_rim_fraction,s2100_active_macrophage_ec_colocalization
"T0000_S000_R000","T0000_S000",0,0,0,2622772931722472920,"",0,4991,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.00500000000000,0.00303143313302,0.400000000000,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,648,1348,10,6,4,0,237,0,648,0,142,1037,0,0,0,0,0,0,0,0,0,0,8.23468275042,4.48218696620,1,,29,76,261,29,112,1001,13,151,1672,245,150,145,123,1034,569,356,303,0,0,15.3610663131,8.80960102926,1,0.660714285714,100,174,791,7,110,1384,301,149,3016,920,656,613,305,2485,1639,1732,1171,0,0,30.2270152664,13.8338350915,1,0.636363636364,110,193,1144,1,101,1858,1149,158,4714,1700,1407,1866,701,4130,2819,3592,2684,0,0,39.6473377685,17.8898212283,1,0.495049504950,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S000_R001","T0000_S000",0,0,1,-1421113631159533042,"",0,3431,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.00500000000000,0.00303143313302,0.400000000000,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,648,1348,10,6,4,0,237,0,648,0,142,1037,0,0,0,0,0,0,0,0,0,0,8.63712915268,5.94978991226,1,,11,20,310,41,48,1093,167,163,1853,102,81,345,157,1037,544,487,373,0,0,15.2306238962,6.40531776992,1,0.875000000000,34,42,864,8,42,1798,323,157,3268,260,194,724,386,2618,1426,1964,1329,0,0,17.3049578184,9.39269106430,1,0.785714285714,42,49,1397,0,90,2687,546,132,4943,438,357,1253,717,4851,2722,4354,3194,0,0,22.0058066131,11.5162318570,1,0.677777777778,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S001_R000","T0000_S001",0,1,0,2622772931722472920,"initialMacrophageCount",0.600000000000,4209,true,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.00500000000000,0.00303143313302,0.400000000000,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,1203,1348,10,4,6,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.43303437366,4.52216762184,1,,3,1,221,34,39,2067,321,147,2833,45,51,499,173,1874,971,329,311,0,0,4.59619407771,3.44601218802,1,0.897435897436,0,0,429,6,1,3497,718,137,4788,47,57,1238,525,4613,2318,1084,886,0,0,,,,1,0,0,495,0,0,5201,1311,144,7151,47,57,2401,1088,8444,4446,1886,1628,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S001_R001","T0000_S001",0,1,1,-1421113631159533042,"initialMacrophageCount",0.600000000000,5609,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.00500000000000,0.00303143313302,0.400000000000,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,1203,1348,10,5,5,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.00927956355,5.15460958754,1,,20,32,359,25,97,2087,93,169,2882,143,101,241,121,1975,994,566,419,0,0,16.5868366751,8.46780799200,1,0.804123711340,48,95,809,2,90,3138,242,159,4583,425,292,611,352,4699,2674,1968,1394,0,0,22.2730599046,10.4851692648,1,0.711111111111,90,218,1071,0,74,4304,458,141,6356,1142,844,1054,597,7850,4675,3734,2900,0,0,28.3096303464,12.6372937486,1,0.445945945946,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S002_R000","T0000_S002",0,2,0,2622772931722472920,"cafDivBoost",0.600000000000,3930,true,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.00500000000000,0.00303143313302,1,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,1203,1348,10,4,6,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.43303437366,4.52216762184,1,,3,1,221,34,39,2067,321,147,2833,45,51,499,173,1874,971,329,311,0,0,4.59619407771,3.44601218802,1,0.897435897436,1,1,419,8,2,3410,769,158,4768,47,55,1338,553,4550,2341,1061,871,0,0,0.500000000000,0.500000000000,1,0,0,0,468,2,0,4949,1194,133,6746,47,57,2310,1125,8039,4293,1885,1652,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S002_R001","T0000_S002",0,2,1,-1421113631159533042,"cafDivBoost",0.600000000000,5127,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.00500000000000,0.00303143313302,1,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,1203,1348,10,5,5,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.00927956355,5.15460958754,1,,26,36,324,20,88,2096,142,151,2883,157,105,282,131,1975,994,512,405,0,0,13.0316691818,7.86159211567,1,0.818181818182,52,85,588,5,104,3323,398,147,4702,371,244,736,333,4850,2626,1570,1214,0,0,18.1835424739,10.6411792349,1,0.576923076923,70,112,703,0,98,4574,803,122,6482,641,469,1491,708,8274,4805,2759,2293,0,0,25.9188054608,12.2712532105,1,0.387755102041,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S003_R000","T0000_S003",0,3,0,2622772931722472920,"divProbP",0.600000000000,5630,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.0146507802579,0.00303143313302,1,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,1203,1348,10,4,6,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.43303437366,4.52216762184,1,,34,61,260,36,122,1827,58,163,2561,269,184,212,133,1790,1044,342,283,0,0,15.9231986374,7.76491148794,1,0.680327868852,97,111,706,5,138,2843,325,148,4373,886,688,678,347,4420,2642,1536,1062,0,0,24.8478450395,10.7845143952,1,0.855072463768,132,132,997,2,23,4171,742,134,6333,1535,1281,1447,713,7618,4627,3210,2448,0,0,26.1791549681,11.8012401636,1,0.782608695652,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S003_R001","T0000_S003",0,3,1,-1421113631159533042,"divProbP",0.600000000000,8807,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.0146507802579,0.00303143313302,1,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,3,5.50000000000,8,5,1203,1348,10,5,5,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.00927956355,5.15460958754,1,,88,70,359,17,175,1697,271,160,2837,367,219,434,145,1788,1119,482,343,0,0,24.0342690833,13.2299329106,1,0.782857142857,198,256,1158,2,326,2091,569,163,4763,1440,996,1043,453,4128,2914,2468,1545,0,0,38.0033363753,21.1965251834,1,0.463190184049,432,587,1547,0,337,2003,971,125,6002,4360,3351,1849,895,6332,5195,4959,3649,0,0,50.0386663170,26.9902824588,1,0.370919881306,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S004_R000","T0000_S004",0,4,0,2622772931722472920,"endothelialMacrophageRadius",-0.600000000000,6970,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.0146507802579,0.00303143313302,1,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,1.50000000000,5.50000000000,8,5,1203,1348,10,4,6,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.43303437366,4.52216762184,1,,97,45,26,31,217,1747,159,162,2484,306,174,322,143,1855,1094,33,213,0,0,18.8602343778,10.7022445350,1,0.405529953917,167,161,127,1,231,2398,1061,158,4304,1652,1334,1578,501,4357,2931,253,362,0,0,33.7977553659,18.5406975040,1,0.242424242424,239,160,196,0,300,2678,2313,120,6006,3130,2741,3718,1427,6965,5190,597,638,0,0,52.2380914504,29.0370750323,1,0.216666666667,,,,,,,,,,,,,,,,,,,,,,,
"T0000_S004_R001","T0000_S004",0,4,1,-1421113631159533042,"endothelialMacrophageRadius",-0.600000000000,7686,true,"FINITE","","","",0.00242796687415,0.0199053585277,0.0100000000000,0.0182056420303,0.0146507802579,0.00303143313302,1,0.0600000000000,0.00100000000000,0.0380000000000,0.0560000000000,0.00500000000000,0.0800000000000,1.25594321575,0.600000000000,5.00000000000,0.180000000000,0.100000000000,0.00200000000000,0.00151571656651,0.00100000000000,0.00251188643151,0.00100000000000,0.00197435048583,0.00769613634073,0.700000000000,0.00398107170553,0.0200000000000,0.00331445401734,0,0.000500000000000,0.00200000000000,0.00200000000000,0.0263901582155,13,4.70000000000,3.90000000000,3.90000000000,1.50000000000,5.50000000000,8,5,1203,1348,10,5,5,0,237,0,1203,0,142,1592,0,0,0,0,0,0,0,0,0,0,7.00927956355,5.15460958754,1,,50,45,70,32,240,1711,580,161,2889,297,212,801,202,1789,1041,86,221,0,0,25.2297696034,15.4216453991,1,0.404166666667,218,126,212,1,391,1765,1823,138,4674,1353,1019,2705,886,4078,3125,455,479,0,0,43.9228762061,25.5928908500,1,0.0409207161125,367,263,277,0,316,1781,3254,129,6387,3718,3098,5404,2163,6147,5253,930,890,0,0,56.5741369179,33.0792753937,1,0.00316455696203,,,,,,,,,,,,,,,,,,,,,,,
