sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0001_S037_R000","T0001_S037",1,37,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5451
"T0001_S037_R001","T0001_S037",1,37,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5354
"T0001_S038_R000","T0001_S038",1,38,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4969
"T0001_S038_R001","T0001_S038",1,38,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5572
"T0001_S039_R000","T0001_S039",1,39,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6513
"T0001_S039_R001","T0001_S039",1,39,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5179
"T0001_S040_R000","T0001_S040",1,40,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6558
"T0001_S040_R001","T0001_S040",1,40,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5203
"T0001_S041_R000","T0001_S041",1,41,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5991
"T0001_S041_R001","T0001_S041",1,41,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5810
"T0001_S042_R000","T0001_S042",1,42,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5864
"T0001_S042_R001","T0001_S042",1,42,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5630
"T0001_S043_R000","T0001_S043",1,43,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5854
"T0001_S043_R001","T0001_S043",1,43,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5434
"T0001_S044_R001","T0001_S044",1,44,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4632
"T0001_S045_R000","T0001_S045",1,45,0,8544310459401790953,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",4857
"T0001_S045_R001","T0001_S045",1,45,1,-428662896371755567,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5264
