outcome,parameter,n_runs,n_event,n_no_event,mean_physical_event,mean_physical_no_event,physical_mean_difference,normalized_mean_difference,rank_biserial_effect,point_biserial_correlation,univariate_logistic_coefficient,permutation_p_value
"EC_POPULATION_ZERO","initialLungCount",92,43,49,897.883720930,1208,-310.116279070,-0.253156146179,-0.494542002848,-0.448333038272,-3.61354026630,0.00497512437811
"EC_POPULATION_ZERO","macrophageDaughterActivationBoost",92,43,49,0.00497298450146,0.00866174716668,-0.00368876266522,-0.247176079734,-0.475083056478,-0.428394063257,-3.70781540269,0.00497512437811
"EC_POPULATION_ZERO","divProbEP",92,43,49,0.00991106521979,0.0159137438410,-0.00600267862119,-0.215851922164,-0.359753203607,-0.364542577227,-2.58482409470,0.00497512437811
"EC_POPULATION_ZERO","initialJnkPositiveTenths",92,43,49,8.34883720930,7.57142857143,0.777408637874,0.155481727575,0.344565733270,0.308314578200,2.58440168010,0.00497512437811
"EC_POPULATION_ZERO","ecSurvival",92,43,49,0.203720930233,0.138367346939,0.0653535832938,0.217845277646,0.340294257238,0.390857956299,3.49346914413,0.00497512437811
"EC_POPULATION_ZERO","lambdaCAF",92,43,49,0.638654497932,1.13880107976,-0.500146581826,-0.201328903654,-0.335548172757,-0.376339445174,-3.31597535426,0.00995024875622
"EC_POPULATION_ZERO","dieProbEP",92,43,49,0.0123401602043,0.00894074754816,0.00339941265609,0.192501186521,0.308970099668,0.309937289768,2.23022988651,0.00995024875622
"EC_POPULATION_ZERO","recruitBias",92,43,49,0.0846511627907,0.120816326531,-0.0361651637399,-0.180825818700,-0.301376364499,-0.301376364499,-2.07861163832,0.00497512437811
"EC_POPULATION_ZERO","pOffMax",92,43,49,0.0369269897071,0.0510953170330,-0.0141683273259,-0.168865685809,-0.281442809682,-0.302240842990,-2.25315489067,0.00995024875622
"EC_POPULATION_ZERO","macrophageEndothelialBiasRadius",92,43,49,3.28604651163,3.99795918367,-0.711912672046,-0.177978168011,-0.270526815377,-0.263567309422,-1.63259941156,0.0248756218905
"EC_POPULATION_ZERO","macrophageInteractionRadius",92,43,49,5.27674418605,4.66734693878,0.609397247271,0.152349311818,0.253915519696,0.301844100807,2.74124121044,0.0149253731343
"EC_POPULATION_ZERO","fibroblastTumorRadius",92,43,49,4.43953488372,3.83469387755,0.604841006170,0.151210251542,0.252017085904,0.254443883209,1.75320862449,0.0248756218905
"EC_POPULATION_ZERO","endothelialDaughterDivisionBoost",92,43,49,0.000933590512242,0.00122350445152,-0.000289913939277,-0.127574750831,-0.239677266255,-0.220055030189,-1.56003144689,0.0298507462687
"EC_POPULATION_ZERO","divProbP",92,43,49,0.0174320310112,0.0139189114419,0.00351311956929,0.152634076887,0.228286663503,0.260068203704,1.84777104087,0.0248756218905
"EC_POPULATION_ZERO","dieProbP",92,43,49,0.00187700721672,0.00193628095106,-5.92737343381e-05,-0.0791646891315,-0.220692928334,-0.126016504488,-0.818632315608,0.243781094527
"EC_POPULATION_ZERO","initPop",92,43,49,29.1627906977,33.6734693878,-4.51067869008,-0.112766967252,-0.216421452302,-0.238985853533,-2.20541615177,0.0248756218905
"EC_POPULATION_ZERO","clusterRadius",92,43,49,5.13953488372,6.06122448980,-0.921689606075,-0.141528239203,-0.199335548173,-0.202339065639,-1.18039312152,0.0895522388060
"EC_POPULATION_ZERO","dieProbL",92,43,49,0.00102683240731,0.00152738292583,-0.000500550518513,-0.119316563835,-0.198860939725,-0.213556346058,-1.59595398475,0.0547263681592
"EC_POPULATION_ZERO","activProbM",92,43,49,0.0551627906977,0.0604081632653,-0.00524537256763,-0.0874228761272,-0.187944945420,-0.166128586887,-1.28490011360,0.129353233831
"EC_POPULATION_ZERO","divProbMN",92,43,49,0.00231721773035,0.00179089657494,0.000526321155415,0.105932605600,0.176554342667,0.184952436837,1.30825788302,0.0895522388060
"EC_POPULATION_ZERO","stressStrength",92,43,49,1.47906976744,1.26122448980,0.217845277646,0.0726150925486,0.159468438538,0.167035405288,1.61246063036,0.144278606965
"EC_POPULATION_ZERO","netN",92,43,49,0.00324838974739,0.00284253684254,0.000405852904846,0.148077835785,0.156620787850,0.232189218994,1.54057694283,0.0398009950249
"EC_POPULATION_ZERO","dieProbEN",92,43,49,0.00266385397518,0.00312933693252,-0.000465482957343,-0.0936877076412,-0.156146179402,-0.162435389586,-1.13779313449,0.159203980100
"EC_POPULATION_ZERO","dieProbMN",92,43,49,0.00210923598345,0.00166922017879,0.000440015804661,0.0885619364025,0.147603227337,0.161729618023,1.19407123861,0.149253731343
"EC_POPULATION_ZERO","fibroblastSignalBoost",92,43,49,0.0140439077239,0.0165215014950,-0.00247759377106,-0.0677740863787,-0.145704793545,-0.147853417987,-1.32051258235,0.169154228856
"EC_POPULATION_ZERO","divProbFN",92,43,49,0.00632558139535,0.00714285714286,-0.000817275747508,-0.0817275747508,-0.136212624585,-0.167884808021,-1.40446485755,0.159203980100
"EC_POPULATION_ZERO","deactProbE",92,43,49,0.0248837209302,0.0297959183673,-0.00491219743711,-0.0982439487423,-0.113906027527,-0.164086399462,-1.11314810908,0.119402985075
"EC_POPULATION_ZERO","divProbMP",92,43,49,0.0193138916674,0.0163331718523,0.00298071981513,0.118462268628,0.112956810631,0.172202161930,1.02990602871,0.109452736318
"EC_POPULATION_ZERO","tumorEndothelialRadius",92,43,49,3.39767441860,3.26326530612,0.134409112482,0.0336022781206,0.108685334599,0.0677959664431,0.549543971965,0.587064676617
