output,output_family,parameter,mu,mu_star,sigma,se_mu_star,median_absolute_ee,iqr_absolute_ee,min_ee,max_ee,n_valid_ee,n_lost_invalid_or_extinct,positive_fraction,negative_fraction,rank_by_mu_star,output_scale_sd,normalized_mu_star,mean_within_point_output_variance,mean_signal_to_noise_ratio
"abc_target_01_jnkp_s480_standardized_residual","jnk","macrophageInteractionRadius",-2.07665598291,2.07665598291,1.97362870283,1.39556623932,2.07665598291,1.39556623932,-3.47222222222,-0.681089743590,2,0,0,1,1,1.76635536242,1.17567281595,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbMP",-1.81461405988,1.81461405988,1.17156388262,0.828420765993,1.81461405988,0.828420765993,-2.64303482587,-0.986193293886,2,0,0,1,2,1.76635536242,1.02732105809,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","stressStrength",1.79701426025,1.79701426025,1.20844674949,0.854500891266,1.79701426025,0.854500891266,0.942513368984,2.65151515152,2,0,1,0,3,1.76635536242,1.01735715161,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","migrProbP",-1.68566698144,1.68566698144,2.37150337486,1.67690611797,1.68566698144,1.67690611797,-3.36257309942,-0.00876086347070,2,0,0,1,4,1.76635536242,0.954319282125,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","lambdaStress",1.48140371280,1.48140371280,2.09502122199,1.48140371280,1.48140371280,1.48140371280,0,2.96280742559,2,0,0.500000000000,0,5,1.76635536242,0.838678186912,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","migrProbN",0.831580135977,1.14210407455,1.61517907187,0.831580135977,1.14210407455,0.831580135977,-0.310523938573,1.97368421053,2,0,0.500000000000,0.500000000000,6,1.76635536242,0.646587939691,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","initialJnkPositiveTenths",1.05853176406,1.05853176406,1.38232740857,0.977453084423,1.05853176406,0.977453084423,0.0810786796393,2.03598484848,2,0,1,0,7,1.76635536242,0.599274521188,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","pOnMax",0.899591341099,0.899591341099,0.846246334701,0.598386521822,0.899591341099,0.598386521822,0.301204819277,1.49797786292,2,0,1,0,8,1.76635536242,0.509292388292,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","pOffMax",-0.774136523765,0.774136523765,0.760464923668,0.537729904380,0.774136523765,0.537729904380,-1.31186642815,-0.236406619385,2,0,0,1,9,1.76635536242,0.438267712282,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","dieProbEN",-0.505176538525,0.768334433262,1.08658897596,0.505176538525,0.768334433262,0.505176538525,-1.27351097179,0.263157894737,2,0,0.500000000000,0.500000000000,10,1.76635536242,0.434982931299,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","lambdaCAF",0.322174452375,0.734470427800,1.03869804016,0.322174452375,0.734470427800,0.322174452375,-0.412295975425,1.05664488017,2,0,0.500000000000,0.500000000000,11,1.76635536242,0.415811248079,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","fibroblastSignalBoost",0.659188893838,0.711609735733,1.00636813939,0.659188893838,0.711609735733,0.659188893838,-0.0524208418945,1.37079862957,2,0,0.500000000000,0.500000000000,12,1.76635536242,0.402868953141,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","macrophageEndothelialBiasRadius",0.576415078407,0.701486547818,0.992051789747,0.576415078407,0.701486547818,0.576415078407,-0.125071469411,1.27790162623,2,0,0.500000000000,0.500000000000,13,1.76635536242,0.397137836894,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","clusterRadius",-0.400661637928,0.633250686307,0.895551708957,0.400661637928,0.633250686307,0.400661637928,-1.03391232423,0.232589048379,2,0,0.500000000000,0.500000000000,14,1.76635536242,0.358506957195,,
"abc_target_01_jnkp_s480_standardized_residual","jnk","activProbM",-0.604556463579,0.623027620158,0.881094110160,0.604556463579,0.623027620158,0.604556463579,-1.22758408374,0.0184711565786,2,0,0.500000000000,0.500000000000,15,1.76635536242,0.352719296136,,
